transaction_id,project_id,contractor_id,amount,txn_date,installment_no
TXN000841,PRJ00477,CTR0048,79688.18,2026-02-23,1
TXN000842,PRJ00477,CTR0048,82592.48,2026-07-22,2
TXN000843,PRJ00477,CTR0048,95583.09,2025-12-19,3
TXN000844,PRJ00478,CTR0077,347512.29,2026-05-20,1
TXN000845,PRJ00478,CTR0077,368523.66,2026-05-14,2
TXN000846,PRJ00478,CTR0077,432625.79,2026-08-01,3
TXN000847,PRJ00479,CTR0016,285702.68,2025-03-02,1
TXN000848,PRJ00480,CTR0024,264910.84,2025-01-13,1
TXN000849,PRJ00481,CTR0002,255341.89,2025-03-17,1
TXN000850,PRJ00482,CTR0065,383532.02,2026-01-07,1
TXN000851,PRJ00482,CTR0065,406146.6,2026-06-11,2
TXN000852,PRJ00482,CTR0065,433333.86,2026-06-16,3
TXN000853,PRJ00483,CTR0054,303871.18,2026-01-12,1
TXN000854,PRJ00483,CTR0054,315134.26,2026-07-17,2
TXN000855,PRJ00483,CTR0054,318051.93,2026-08-07,3
TXN000856,PRJ00484,CTR0011,73936.2,2026-06-11,1
TXN000857,PRJ00484,CTR0011,90081.37,2026-04-23,2
TXN000858,PRJ00486,CTR0019,312490.85,2025-03-02,1
TXN000859,PRJ00486,CTR0019,322832.7,2025-11-09,2
TXN000860,PRJ00487,CTR0100,402063.16,2026-06-26,1
TXN000861,PRJ00487,CTR0100,387119.92,2026-08-18,2
TXN000862,PRJ00487,CTR0100,421860.66,2026-05-11,3
TXN000863,PRJ00488,CTR0098,579301.2,2026-02-23,1
TXN000864,PRJ00488,CTR0098,611440.32,2025-10-04,2
TXN000865,PRJ00488,CTR0098,619707.95,2026-03-04,3
TXN000866,PRJ00489,CTR0014,249917.75,2026-06-12,1
TXN000867,PRJ00489,CTR0014,251106.16,2026-07-26,2
TXN000868,PRJ00489,CTR0014,272958.68,2026-08-07,3
TXN000869,PRJ00490,CTR0039,664796.59,2025-09-12,1
TXN000870,PRJ00491,CTR0045,862349.58,2026-04-12,1
TXN000871,PRJ00492,CTR0100,2372320.69,2026-01-29,1
TXN000872,PRJ00492,CTR0100,2885797.47,2026-04-04,2
TXN000873,PRJ00493,CTR0089,693716.17,2026-08-16,1
TXN000874,PRJ00493,CTR0089,706204.17,2026-06-17,2
TXN000875,PRJ00494,CTR0022,926217.72,2026-04-22,1
TXN000876,PRJ00494,CTR0022,1110985.89,2026-04-05,2
TXN000877,PRJ00495,CTR0073,3371855.67,2026-02-09,1
TXN000878,PRJ00496,CTR0022,2147031.92,2026-08-17,1
TXN000879,PRJ00497,CTR0074,119664.46,2026-05-16,1
TXN000880,PRJ00497,CTR0074,121415.51,2026-08-09,2
TXN000881,PRJ00498,CTR0018,4065400.76,2025-02-01,1
TXN000882,PRJ00499,CTR0111,419019.73,2025-08-04,1
TXN000883,PRJ00499,CTR0111,441671.68,2025-03-19,2
TXN000884,PRJ00500,CTR0019,250397.97,2025-03-02,1
TXN000885,PRJ00500,CTR0019,246403.61,2025-01-27,2
TXN000886,PRJ00500,CTR0019,259845.17,2024-09-13,3
TXN000887,PRJ00502,CTR0049,94773.05,2026-04-16,1
TXN000888,PRJ00502,CTR0049,105449.76,2026-03-05,2
TXN000889,PRJ00502,CTR0049,112197.6,2026-06-08,3
TXN000890,PRJ00503,CTR0052,4539453.8,2025-04-06,1
TXN000891,PRJ00504,CTR0059,579441.66,2025-11-06,1
TXN000892,PRJ00504,CTR0059,600801.99,2025-11-04,2
TXN000893,PRJ00504,CTR0059,611117.1,2025-10-20,3
TXN000894,PRJ00505,CTR0112,1043314.58,2025-05-10,1
TXN000895,PRJ00505,CTR0112,1224913.25,2025-01-27,2
TXN000896,PRJ00506,CTR0082,227598.5,2026-04-17,1
TXN000897,PRJ00506,CTR0082,244914.43,2026-04-27,2
TXN000898,PRJ00508,CTR0009,561066.03,2026-08-23,1
TXN000899,PRJ00509,CTR0074,524735.97,2025-12-21,1
TXN000900,PRJ00509,CTR0074,600435.09,2025-11-27,2
TXN000901,PRJ00511,CTR0119,717981.55,2026-08-02,1
TXN000902,PRJ00511,CTR0119,702212.69,2026-08-13,2
TXN000903,PRJ00511,CTR0119,783361.62,2026-08-19,3
TXN000904,PRJ00512,CTR0055,944532.41,2026-04-20,1
TXN000905,PRJ00512,CTR0055,1016444.67,2025-06-25,2
TXN000906,PRJ00513,CTR0021,423966.09,2026-01-13,1
TXN000907,PRJ00513,CTR0021,431778.92,2026-01-16,2
TXN000908,PRJ00513,CTR0021,512411.16,2026-01-22,3
TXN000909,PRJ00515,CTR0007,284663.89,2025-10-09,1
TXN000910,PRJ00516,CTR0055,595589.94,2026-05-27,1
TXN000911,PRJ00517,CTR0007,673143.63,2025-09-18,1
TXN000912,PRJ00517,CTR0007,761962.26,2025-04-22,2
TXN000913,PRJ00520,CTR0012,120103.97,2025-08-03,1
TXN000914,PRJ00520,CTR0012,120797.51,2025-02-04,2
TXN000915,PRJ00520,CTR0012,146935.88,2025-06-16,3
TXN000916,PRJ00521,CTR0113,531150.87,2026-08-14,1
TXN000917,PRJ00522,CTR0083,111309.01,2026-02-18,1
TXN000918,PRJ00522,CTR0083,117686.25,2026-07-27,2
TXN000919,PRJ00524,CTR0045,327812.8,2026-04-06,1
TXN000920,PRJ00524,CTR0045,345846.62,2026-06-23,2
TXN000921,PRJ00525,CTR0014,126031.52,2025-12-14,1
TXN000922,PRJ00525,CTR0014,131275.88,2026-04-01,2
TXN000923,PRJ00525,CTR0014,144745.06,2026-03-29,3
TXN000924,PRJ00527,CTR0102,417540.65,2026-03-03,1
TXN000925,PRJ00527,CTR0102,441659.13,2026-02-03,2
TXN000926,PRJ00527,CTR0102,450379.2,2026-01-05,3
TXN000927,PRJ00528,CTR0032,4682992.61,2026-08-29,1
TXN000928,PRJ00529,CTR0037,151374.43,2025-03-12,1
TXN000929,PRJ00529,CTR0037,141447.18,2025-08-14,2
TXN000930,PRJ00529,CTR0037,163885.36,2025-12-29,3
TXN000931,PRJ00530,CTR0027,331358.28,2025-06-22,1
TXN000932,PRJ00530,CTR0027,326474.54,2024-12-11,2
TXN000933,PRJ00530,CTR0027,387993.07,2025-06-16,3
TXN000934,PRJ00531,CTR0038,349891.48,2025-07-03,1
TXN000935,PRJ00531,CTR0038,368486.61,2025-07-02,2
TXN000936,PRJ00531,CTR0038,426962.78,2025-11-19,3
TXN000937,PRJ00532,CTR0015,100249.3,2026-02-25,1
TXN000938,PRJ00532,CTR0015,100460.24,2026-06-02,2
TXN000939,PRJ00532,CTR0015,120333.15,2025-12-15,3
TXN000940,PRJ00533,CTR0068,3438801.25,2026-08-06,1
TXN000941,PRJ00534,CTR0017,514793.54,2025-07-19,1
TXN000942,PRJ00535,CTR0070,1665442.03,2025-06-08,1
TXN000943,PRJ00536,CTR0003,641278.43,2025-10-23,1
TXN000944,PRJ00536,CTR0003,656242.08,2025-08-11,2
TXN000945,PRJ00537,CTR0006,227254.0,2026-08-16,1
TXN000946,PRJ00537,CTR0006,267726.85,2026-07-06,2
TXN000947,PRJ00538,CTR0081,691990.67,2025-12-25,1
TXN000948,PRJ00538,CTR0081,811025.9,2026-06-19,2
TXN000949,PRJ00539,CTR0011,347524.66,2026-02-08,1
TXN000950,PRJ00539,CTR0011,343552.57,2026-01-20,2
TXN000951,PRJ00539,CTR0011,384220.45,2025-09-13,3
TXN000952,PRJ00540,CTR0036,49311.32,2025-10-05,1
TXN000953,PRJ00540,CTR0036,55511.45,2025-06-02,2
TXN000954,PRJ00540,CTR0036,55778.39,2025-07-30,3
TXN000955,PRJ00541,CTR0104,554085.12,2026-05-31,1
TXN000956,PRJ00542,CTR0082,195070.84,2026-05-04,1
TXN000957,PRJ00543,CTR0040,861237.78,2026-07-14,1
TXN000958,PRJ00543,CTR0040,798748.33,2026-08-28,2
TXN000959,PRJ00543,CTR0040,964824.48,2026-07-12,3
TXN000960,PRJ00544,CTR0032,1231984.54,2026-04-10,1
TXN000961,PRJ00544,CTR0032,1265981.02,2026-06-29,2
TXN000962,PRJ00545,CTR0079,351666.75,2026-07-06,1
TXN000963,PRJ00545,CTR0079,420176.91,2026-08-18,2
TXN000964,PRJ00547,CTR0021,1942079.08,2025-06-14,1
TXN000965,PRJ00547,CTR0021,2279072.51,2026-03-18,2
TXN000966,PRJ00548,CTR0101,647146.71,2026-04-19,1
TXN000967,PRJ00548,CTR0101,668795.79,2026-08-06,2
TXN000968,PRJ00549,CTR0017,1767153.91,2026-03-27,1
TXN000969,PRJ00550,CTR0099,2350924.98,2026-07-02,1
TXN000970,PRJ00550,CTR0099,2587950.16,2026-02-14,2
TXN000971,PRJ00551,CTR0068,815486.8,2025-12-06,1
TXN000972,PRJ00551,CTR0068,958468.68,2026-02-26,2
TXN000973,PRJ00552,CTR0064,1447166.63,2025-08-18,1
TXN000974,PRJ00552,CTR0064,1521483.7,2025-05-22,2
TXN000975,PRJ00552,CTR0064,1586327.33,2025-08-08,3
TXN000976,PRJ00553,CTR0110,143599.69,2025-04-08,1
TXN000977,PRJ00553,CTR0110,160485.68,2025-04-18,2
TXN000978,PRJ00553,CTR0110,164593.58,2025-06-24,3
TXN000979,PRJ00554,CTR0099,316711.59,2026-01-07,1
TXN000980,PRJ00555,CTR0030,502405.57,2026-07-17,1
TXN000981,PRJ00555,CTR0030,565469.13,2025-12-30,2
TXN000982,PRJ00556,CTR0032,3514542.36,2025-06-26,1
TXN000983,PRJ00557,CTR0023,109473.48,2026-02-13,1
TXN000984,PRJ00557,CTR0023,125936.77,2025-11-26,2
TXN000985,PRJ00558,CTR0029,467668.77,2025-12-13,1
TXN000986,PRJ00558,CTR0029,497497.0,2025-04-19,2
TXN000987,PRJ00558,CTR0029,506281.56,2025-07-05,3
TXN000988,PRJ00559,CTR0035,359562.69,2026-08-22,1
TXN000989,PRJ00559,CTR0035,393515.67,2026-08-28,2
TXN000990,PRJ00560,CTR0065,304123.34,2025-08-16,1
TXN000991,PRJ00560,CTR0065,320626.04,2024-11-09,2
TXN000992,PRJ00560,CTR0065,363155.1,2024-11-09,3
TXN000993,PRJ00561,CTR0006,979047.18,2025-01-28,1
TXN000994,PRJ00562,CTR0100,1435966.38,2026-04-28,1
TXN000995,PRJ00562,CTR0100,1590837.35,2026-07-20,2
TXN000996,PRJ00564,CTR0101,194405.79,2026-01-13,1
TXN000997,PRJ00565,CTR0048,434232.57,2025-09-09,1
TXN000998,PRJ00566,CTR0094,634649.9,2025-12-13,1
TXN000999,PRJ00567,CTR0120,1339719.11,2026-02-26,1
TXN001000,PRJ00567,CTR0120,1405425.51,2026-04-07,2
TXN001001,PRJ00567,CTR0120,1639166.98,2025-12-24,3
TXN001002,PRJ00568,CTR0082,1355676.33,2025-11-27,1
TXN001003,PRJ00568,CTR0082,1495855.96,2026-05-13,2
TXN001004,PRJ00569,CTR0098,3158757.43,2026-06-10,1
TXN001005,PRJ00570,CTR0014,280736.53,2026-03-19,1
TXN001006,PRJ00570,CTR0014,291951.72,2026-04-28,2
TXN001007,PRJ00570,CTR0014,351760.88,2026-01-15,3
TXN001008,PRJ00571,CTR0008,310954.55,2026-06-16,1
TXN001009,PRJ00573,CTR0090,1337822.22,2026-04-19,1
TXN001010,PRJ00574,CTR0075,667580.29,2025-12-08,1
TXN001011,PRJ00574,CTR0075,647056.47,2025-10-11,2
TXN001012,PRJ00574,CTR0075,703369.44,2026-05-13,3
TXN001013,PRJ00575,CTR0010,541329.52,2026-07-10,1
TXN001014,PRJ00576,CTR0031,205466.13,2024-12-05,1
TXN001015,PRJ00577,CTR0041,1337135.63,2025-03-08,1
TXN001016,PRJ00577,CTR0041,1345423.71,2025-08-07,2
TXN001017,PRJ00577,CTR0041,1392330.43,2024-12-03,3
TXN001018,PRJ00578,CTR0018,546575.52,2026-03-08,1
TXN001019,PRJ00579,CTR0014,55618.93,2026-01-08,1
TXN001020,PRJ00579,CTR0014,64112.13,2026-01-08,2
TXN001021,PRJ00580,CTR0016,1140768.91,2026-06-04,1
TXN001022,PRJ00581,CTR0060,644652.56,2025-09-07,1
TXN001023,PRJ00581,CTR0060,752237.39,2026-05-19,2
TXN001024,PRJ00582,CTR0104,78372.44,2026-02-13,1
TXN001025,PRJ00582,CTR0104,82210.58,2026-04-15,2
TXN001026,PRJ00582,CTR0104,95782.25,2026-05-06,3
TXN001027,PRJ00583,CTR0006,259923.86,2026-05-25,1
TXN001028,PRJ00584,CTR0092,1501664.18,2026-06-21,1
TXN001029,PRJ00584,CTR0092,1510528.05,2026-03-19,2
TXN001030,PRJ00585,CTR0007,463241.83,2025-06-14,1
TXN001031,PRJ00585,CTR0007,530978.32,2025-08-23,2
TXN001032,PRJ00586,CTR0052,1732202.16,2025-08-17,1
TXN001033,PRJ00586,CTR0052,2055533.48,2026-05-06,2
TXN001034,PRJ00588,CTR0002,1807934.99,2024-12-29,1
TXN001035,PRJ00589,CTR0106,122067.14,2026-07-11,1
TXN001036,PRJ00589,CTR0106,138198.53,2026-04-23,2
TXN001037,PRJ00590,CTR0075,2402379.17,2025-03-05,1
TXN001038,PRJ00591,CTR0026,1349470.98,2025-04-17,1
TXN001039,PRJ00591,CTR0026,1378165.9,2025-10-16,2
TXN001040,PRJ00591,CTR0026,1453010.12,2026-02-21,3
TXN001041,PRJ00592,CTR0116,787203.11,2026-08-10,1
TXN001042,PRJ00592,CTR0116,785392.42,2026-04-27,2
TXN001043,PRJ00592,CTR0116,799775.44,2026-03-20,3
TXN001044,PRJ00593,CTR0060,3327795.96,2025-08-21,1
TXN001045,PRJ00595,CTR0046,270674.18,2026-07-16,1
TXN001046,PRJ00596,CTR0058,339164.47,2025-05-09,1
TXN001047,PRJ00596,CTR0058,342311.87,2026-01-01,2
TXN001048,PRJ00596,CTR0058,347958.76,2026-03-06,3
TXN001049,PRJ00597,CTR0079,319413.47,2026-07-02,1
TXN001050,PRJ00597,CTR0079,296144.25,2026-06-18,2
TXN001051,PRJ00597,CTR0079,354296.52,2026-07-03,3
TXN001052,PRJ00598,CTR0113,2737137.64,2026-07-23,1
TXN001053,PRJ00598,CTR0113,2956819.78,2026-08-09,2
TXN001054,PRJ00599,CTR0050,142831.13,2025-12-08,1
TXN001055,PRJ00599,CTR0050,138903.75,2026-01-02,2
TXN001056,PRJ00599,CTR0050,163510.71,2026-03-13,3
TXN001057,PRJ00600,CTR0032,1409737.3,2025-10-24,1
TXN001058,PRJ00600,CTR0032,1557708.7,2026-01-31,2
TXN001059,PRJ00601,CTR0062,717192.66,2026-04-25,1
TXN001060,PRJ00601,CTR0062,769816.18,2026-03-02,2
TXN001061,PRJ00601,CTR0062,856967.48,2026-02-06,3
TXN001062,PRJ00602,CTR0065,270212.82,2024-11-24,1
TXN001063,PRJ00602,CTR0065,258856.41,2025-06-16,2
TXN001064,PRJ00602,CTR0065,285150.19,2025-04-07,3
TXN001065,PRJ00603,CTR0041,483674.33,2025-09-03,1
TXN001066,PRJ00604,CTR0008,134995.12,2026-03-02,1
TXN001067,PRJ00604,CTR0008,134897.54,2026-04-20,2
TXN001068,PRJ00604,CTR0008,161954.98,2026-01-03,3
TXN001069,PRJ00605,CTR0099,348274.86,2026-08-20,1
TXN001070,PRJ00605,CTR0099,377634.31,2026-08-12,2
TXN001071,PRJ00605,CTR0099,414690.53,2026-08-23,3
TXN001072,PRJ00606,CTR0008,566491.18,2026-01-28,1
TXN001073,PRJ00606,CTR0008,567891.89,2026-06-16,2
TXN001074,PRJ00606,CTR0008,631528.98,2026-04-27,3
TXN001075,PRJ00607,CTR0012,4953218.61,2024-12-12,1
TXN001076,PRJ00608,CTR0076,93751.19,2026-06-21,1
TXN001077,PRJ00608,CTR0076,107381.15,2026-08-18,2
TXN001078,PRJ00609,CTR0117,322751.26,2026-03-19,1
TXN001079,PRJ00609,CTR0117,320889.72,2026-08-09,2
TXN001080,PRJ00609,CTR0117,357474.94,2026-03-22,3
TXN001081,PRJ00610,CTR0073,227519.56,2025-10-13,1
TXN001082,PRJ00610,CTR0073,206893.54,2025-10-07,2
TXN001083,PRJ00610,CTR0073,248905.72,2025-02-26,3
TXN001084,PRJ00611,CTR0018,146750.87,2026-04-07,1
TXN001085,PRJ00611,CTR0018,141823.5,2026-05-31,2
TXN001086,PRJ00611,CTR0018,158622.8,2026-07-04,3
TXN001087,PRJ00614,CTR0044,169384.27,2026-05-01,1
TXN001088,PRJ00615,CTR0019,1112666.72,2025-09-08,1
TXN001089,PRJ00615,CTR0019,1207042.7,2025-11-09,2
TXN001090,PRJ00616,CTR0109,2934879.48,2026-08-13,1
TXN001091,PRJ00617,CTR0091,2849051.6,2026-06-14,1
TXN001092,PRJ00618,CTR0044,2454278.76,2026-01-11,1
TXN001093,PRJ00618,CTR0044,2804437.52,2026-01-21,2
TXN001094,PRJ00619,CTR0102,1481490.78,2025-11-16,1
TXN001095,PRJ00620,CTR0023,223446.32,2026-03-08,1
TXN001096,PRJ00620,CTR0023,220777.26,2026-03-05,2
TXN001097,PRJ00620,CTR0023,263613.1,2025-12-12,3
TXN001098,PRJ00621,CTR0101,145018.68,2025-06-10,1
TXN001099,PRJ00621,CTR0101,150546.15,2024-11-12,2
TXN001100,PRJ00621,CTR0101,155855.24,2025-04-16,3
TXN001101,PRJ00622,CTR0013,227962.66,2026-06-14,1
TXN001102,PRJ00622,CTR0013,242204.44,2026-07-29,2
TXN001103,PRJ00623,CTR0023,88694.35,2026-01-22,1
TXN001104,PRJ00624,CTR0109,279872.58,2025-04-27,1
TXN001105,PRJ00624,CTR0109,297738.01,2025-02-25,2
TXN001106,PRJ00625,CTR0078,40820.26,2025-09-08,1
TXN001107,PRJ00625,CTR0078,44652.99,2025-07-21,2
TXN001108,PRJ00625,CTR0078,45637.2,2025-11-26,3
TXN001109,PRJ00626,CTR0014,1350865.92,2026-05-04,1
TXN001110,PRJ00627,CTR0031,4264804.28,2025-10-23,1
TXN001111,PRJ00628,CTR0106,1113941.83,2025-12-22,1
TXN001112,PRJ00628,CTR0106,1344682.3,2026-03-18,2
TXN001113,PRJ00630,CTR0045,1386584.84,2026-05-22,1
TXN001114,PRJ00630,CTR0045,1494758.94,2025-09-30,2
TXN001115,PRJ00630,CTR0045,1573672.4,2025-11-29,3
TXN001116,PRJ00631,CTR0007,732546.95,2026-06-20,1
TXN001117,PRJ00631,CTR0007,847194.83,2026-04-20,2
TXN001118,PRJ00632,CTR0114,75795.84,2025-08-07,1
TXN001119,PRJ00632,CTR0114,84880.88,2024-10-13,2
TXN001120,PRJ00632,CTR0114,88271.14,2025-01-09,3
TXN001121,PRJ00633,CTR0049,949244.0,2026-08-10,1
TXN001122,PRJ00633,CTR0049,996018.13,2026-06-13,2
TXN001123,PRJ00633,CTR0049,1098610.33,2026-08-06,3
TXN001124,PRJ00634,CTR0006,70567.83,2025-10-05,1
TXN001125,PRJ00634,CTR0006,79626.21,2025-11-18,2
TXN001126,PRJ00635,CTR0014,1762601.97,2025-04-03,1
TXN001127,PRJ00636,CTR0094,158338.58,2025-03-07,1
TXN001128,PRJ00637,CTR0079,594253.46,2026-06-16,1
TXN001129,PRJ00637,CTR0079,691744.19,2026-05-01,2
TXN001130,PRJ00638,CTR0114,77260.17,2025-11-21,1
TXN001131,PRJ00638,CTR0114,72313.32,2026-05-03,2
TXN001132,PRJ00638,CTR0114,87602.83,2026-06-13,3
TXN001133,PRJ00639,CTR0027,1015755.64,2025-08-16,1
TXN001134,PRJ00639,CTR0027,1054293.93,2025-04-26,2
TXN001135,PRJ00640,CTR0093,1927799.62,2026-02-14,1
TXN001136,PRJ00641,CTR0039,847140.81,2025-08-02,1
TXN001137,PRJ00641,CTR0039,899592.93,2026-04-15,2
TXN001138,PRJ00642,CTR0071,228576.98,2025-12-21,1
TXN001139,PRJ00642,CTR0071,258640.07,2025-08-28,2
TXN001140,PRJ00642,CTR0071,265971.63,2025-12-04,3
TXN001141,PRJ00643,CTR0001,430182.21,2026-01-24,1
TXN001142,PRJ00643,CTR0001,423586.95,2025-12-24,2
TXN001143,PRJ00643,CTR0001,473638.1,2026-03-19,3
TXN001144,PRJ00644,CTR0062,1258350.91,2026-05-25,1
TXN001145,PRJ00645,CTR0082,143850.36,2024-11-28,1
TXN001146,PRJ00645,CTR0082,162656.28,2025-03-12,2
TXN001147,PRJ00646,CTR0061,1407655.08,2025-08-19,1
TXN001148,PRJ00646,CTR0061,1444099.2,2025-12-29,2
TXN001149,PRJ00647,CTR0083,284558.26,2025-07-31,1
TXN001150,PRJ00647,CTR0083,294834.32,2025-07-19,2
TXN001151,PRJ00647,CTR0083,352745.82,2025-02-21,3
TXN001152,PRJ00648,CTR0048,111385.84,2026-08-13,1
TXN001153,PRJ00648,CTR0048,113575.52,2026-04-14,2
TXN001154,PRJ00648,CTR0048,138296.1,2026-01-04,3
TXN001155,PRJ00649,CTR0060,1261280.42,2025-11-20,1
TXN001156,PRJ00650,CTR0020,2074098.64,2026-08-12,1
TXN001157,PRJ00651,CTR0086,5169181.82,2025-03-01,1
TXN001158,PRJ00652,CTR0030,225527.8,2026-07-26,1
TXN001159,PRJ00652,CTR0030,249231.0,2026-08-17,2
TXN001160,PRJ00652,CTR0030,266120.99,2026-08-04,3
TXN001161,PRJ00653,CTR0069,703980.57,2024-12-22,1
TXN001162,PRJ00653,CTR0069,764200.29,2025-01-25,2
TXN001163,PRJ00654,CTR0061,169090.67,2025-04-15,1
TXN001164,PRJ00654,CTR0061,177387.72,2025-07-29,2
TXN001165,PRJ00654,CTR0061,207197.43,2025-08-15,3
TXN001166,PRJ00655,CTR0065,499541.28,2025-07-18,1
TXN001167,PRJ00655,CTR0065,485640.86,2026-03-17,2
TXN001168,PRJ00655,CTR0065,521737.68,2025-12-07,3
TXN001169,PRJ00656,CTR0019,807261.63,2026-05-07,1
TXN001170,PRJ00657,CTR0028,166267.71,2025-03-06,1
TXN001171,PRJ00658,CTR0011,1348124.95,2024-09-05,1
TXN001172,PRJ00659,CTR0107,80724.98,2025-12-12,1
TXN001173,PRJ00659,CTR0107,81213.16,2025-05-21,2
TXN001174,PRJ00659,CTR0107,98312.67,2025-11-27,3
TXN001175,PRJ00660,CTR0012,876443.34,2026-05-03,1
TXN001176,PRJ00660,CTR0012,915388.52,2026-06-24,2
TXN001177,PRJ00661,CTR0110,1327477.17,2025-02-06,1
TXN001178,PRJ00661,CTR0110,1500567.0,2025-05-10,2
TXN001179,PRJ00662,CTR0076,632255.88,2026-01-16,1
TXN001180,PRJ00662,CTR0076,687698.2,2025-02-07,2
TXN001181,PRJ00663,CTR0020,537227.5,2025-12-24,1
TXN001182,PRJ00663,CTR0020,592898.16,2026-02-28,2
TXN001183,PRJ00664,CTR0119,683107.05,2026-06-13,1
TXN001184,PRJ00664,CTR0119,779632.09,2026-07-10,2
TXN001185,PRJ00664,CTR0119,808234.63,2026-06-29,3
TXN001186,PRJ00666,CTR0084,1588650.1,2024-12-31,1
TXN001187,PRJ00667,CTR0019,1338520.18,2025-02-11,1
TXN001188,PRJ00668,CTR0005,695146.89,2026-05-10,1
TXN001189,PRJ00668,CTR0005,786552.72,2026-07-01,2
TXN001190,PRJ00669,CTR0007,247103.5,2026-04-09,1
TXN001191,PRJ00669,CTR0007,265017.42,2026-04-17,2
TXN001192,PRJ00669,CTR0007,273277.51,2026-05-16,3
TXN001193,PRJ00670,CTR0044,375845.19,2026-07-28,1
TXN001194,PRJ00670,CTR0044,438470.85,2026-07-02,2
TXN001195,PRJ00671,CTR0108,369961.71,2026-06-11,1
TXN001196,PRJ00671,CTR0108,384366.77,2025-11-20,2
TXN001197,PRJ00673,CTR0009,434207.44,2026-06-22,1
TXN001198,PRJ00673,CTR0009,423631.47,2025-11-23,2
TXN001199,PRJ00673,CTR0009,482909.53,2025-09-27,3
TXN001200,PRJ00674,CTR0025,1878654.0,2026-04-13,1
TXN001201,PRJ00674,CTR0025,2096953.14,2026-05-26,2
TXN001202,PRJ00675,CTR0098,267674.62,2024-09-12,1
TXN001203,PRJ00676,CTR0102,197465.73,2026-03-01,1
TXN001204,PRJ00676,CTR0102,186080.09,2026-04-24,2
TXN001205,PRJ00676,CTR0102,217283.07,2026-04-29,3
TXN001206,PRJ00677,CTR0052,612281.44,2024-12-26,1
TXN001207,PRJ00677,CTR0052,716586.23,2024-11-16,2
TXN001208,PRJ00678,CTR0023,3199892.86,2026-04-11,1
TXN001209,PRJ00679,CTR0005,106628.75,2026-05-02,1
TXN001210,PRJ00679,CTR0005,107236.28,2026-07-01,2
TXN001211,PRJ00679,CTR0005,113548.81,2026-02-20,3
TXN001212,PRJ00680,CTR0036,239910.54,2026-06-20,1
TXN001213,PRJ00680,CTR0036,241538.89,2025-10-24,2
TXN001214,PRJ00681,CTR0088,868590.12,2025-06-25,1
TXN001215,PRJ00681,CTR0088,1022493.08,2025-06-29,2
TXN001216,PRJ00682,CTR0058,1092659.87,2025-10-09,1
TXN001217,PRJ00683,CTR0045,814090.39,2026-07-23,1
TXN001218,PRJ00683,CTR0045,860087.31,2026-06-23,2
TXN001219,PRJ00683,CTR0045,904872.3,2026-07-06,3
TXN001220,PRJ00685,CTR0100,391304.93,2026-01-31,1
TXN001221,PRJ00685,CTR0100,476491.68,2026-05-10,2
TXN001222,PRJ00686,CTR0087,776296.61,2024-07-30,1
TXN001223,PRJ00687,CTR0003,1329752.29,2026-07-30,1
TXN001224,PRJ00688,CTR0117,245591.19,2026-07-14,1
TXN001225,PRJ00688,CTR0117,252975.56,2026-05-15,2
TXN001226,PRJ00689,CTR0029,1951426.17,2026-07-22,1
TXN001227,PRJ00689,CTR0029,2077132.16,2026-04-24,2
TXN001228,PRJ00690,CTR0055,387115.15,2026-05-18,1
TXN001229,PRJ00690,CTR0055,419655.76,2025-06-30,2
TXN001230,PRJ00690,CTR0055,478466.62,2025-11-27,3
TXN001231,PRJ00691,CTR0007,3459656.22,2025-06-02,1
TXN001232,PRJ00692,CTR0051,321848.15,2025-05-19,1
TXN001233,PRJ00693,CTR0072,406625.56,2026-07-26,1
TXN001234,PRJ00693,CTR0072,454314.96,2026-07-24,2
TXN001235,PRJ00693,CTR0072,455072.2,2026-08-10,3
TXN001236,PRJ00694,CTR0088,326318.27,2026-01-04,1
TXN001237,PRJ00694,CTR0088,331232.49,2026-08-20,2
TXN001238,PRJ00695,CTR0021,248264.75,2026-02-10,1
TXN001239,PRJ00695,CTR0021,230576.78,2025-11-05,2
TXN001240,PRJ00695,CTR0021,269885.25,2025-12-24,3
TXN001241,PRJ00696,CTR0025,425753.57,2024-11-15,1
TXN001242,PRJ00696,CTR0025,416664.68,2025-01-16,2
TXN001243,PRJ00696,CTR0025,436629.56,2024-11-13,3
TXN001244,PRJ00697,CTR0052,329510.5,2026-04-07,1
TXN001245,PRJ00697,CTR0052,340608.06,2025-12-28,2
TXN001246,PRJ00697,CTR0052,379124.57,2026-06-25,3
TXN001247,PRJ00698,CTR0084,793571.37,2026-05-29,1
TXN001248,PRJ00698,CTR0084,814468.7,2026-04-06,2
TXN001249,PRJ00698,CTR0084,924874.52,2026-06-17,3
TXN001250,PRJ00699,CTR0052,414834.91,2025-03-26,1
TXN001251,PRJ00699,CTR0052,409026.41,2024-09-30,2
TXN001252,PRJ00699,CTR0052,428421.72,2024-11-17,3
TXN001253,PRJ00700,CTR0105,1082257.27,2025-10-23,1
TXN001254,PRJ00701,CTR0010,869786.17,2025-10-05,1
TXN001255,PRJ00701,CTR0010,1058783.76,2026-01-16,2
TXN001256,PRJ00702,CTR0095,110846.89,2025-04-12,1
TXN001257,PRJ00703,CTR0088,80755.02,2026-05-26,1
TXN001258,PRJ00703,CTR0088,86513.48,2026-08-14,2
TXN001259,PRJ00703,CTR0088,94228.46,2026-06-20,3
TXN001260,PRJ00704,CTR0046,413148.87,2026-07-13,1
