project_id,mp_id,constituency,state,district,category,description,sanctioned_amount,expenditure,unit_cost_basis,status,recommendation_date,sanction_date,implementing_agency,marked_complete_by_ia,contractor_id,site_latitude,site_longitude,photo_latitude,photo_longitude,is_seeded_anomalous,seeded_anomaly_types
PRJ00520,MP013,Odisha-5,Odisha,Odisha District 1,Drinking Water Supply,"Drinking Water Supply at Odisha District 1, Ward 4",388305.49,387837.35,388305.49,Completed,2024-11-22,2024-12-25,District Rural Development Agency,True,CTR0012,20.652881,84.752382,20.652881,84.752382,False,
PRJ00521,MP014,West-6,West Bengal,West District 2,Drainage System,"Drainage System at West District 2, Ward 25",532817.13,531150.87,532817.13,Work In Progress,2025-10-09,2025-12-13,Public Works Department (PWD),False,CTR0113,23.108607,88.316265,23.108607,88.316265,False,
PRJ00522,MP014,West-6,West Bengal,West District 2,Borewell / Handpump,"Borewell / Handpump at West District 2, Ward 3",240445.29,228995.26,240445.29,Completed,2025-11-10,2026-01-21,Municipal Corporation Engineering Cell,True,CTR0083,22.990431,87.814875,22.990431,87.814875,False,
PRJ00523,MP014,West-6,West Bengal,West District 2,Sports Infrastructure,"Sports Infrastructure at West District 2, Ward 6",2546298.35,2403195.17,2546298.35,Sanctioned,2026-06-19,2026-07-13,Cantonment Board Works Wing,False,CTR0073,23.196494,87.562457,23.196494,87.562457,False,
PRJ00524,MP014,West-6,West Bengal,West District 2,Public Toilet Complex,"Public Toilet Complex at West District 2, Ward 24",786296.82,673659.42,786296.82,Completed,2025-05-20,2025-08-12,Cantonment Board Works Wing,True,CTR0045,23.180982,87.709582,23.180982,87.709582,False,
PRJ00525,MP014,West-6,West Bengal,West District 2,Borewell / Handpump,"Borewell / Handpump at West District 2, Ward 7",395294.45,402052.46,395294.45,Payment Released,2025-07-28,2025-09-22,Public Works Department (PWD),False,CTR0014,22.333423,88.05765,22.333423,88.05765,True,cost_inflation
PRJ00526,MP014,West-6,West Bengal,West District 2,Community Hall,"Community Hall at West District 2, Ward 14",5819574.16,5723886.68,5819574.16,Sanctioned,2026-06-14,2026-07-05,Zilla Parishad PWD Division,False,CTR0115,22.976703,87.900334,22.902835899999513,88.01454276466043,True,geo_mismatch
PRJ00527,MP014,West-6,West Bengal,West District 2,Drainage System,"Drainage System at West District 2, Ward 21",1368123.98,1309578.98,1368123.98,Work In Progress,2024-11-27,2025-02-17,Zilla Parishad PWD Division,False,CTR0102,22.652024,87.930564,22.652024,87.930564,False,
PRJ00528,MP014,West-6,West Bengal,West District 2,Community Hall,"Community Hall at West District 2, Ward 24",4919394.21,4682992.61,4919394.21,Work In Progress,2026-07-25,2026-08-29,Panchayati Raj Engineering Department,False,CTR0032,23.43511,87.654989,23.43511,87.654989,False,
PRJ00529,MP014,West-6,West Bengal,West District 2,Library / Reading Room,"Library / Reading Room at West District 2, Ward 1",483258.79,456706.98,483258.79,Completed,2024-12-15,2025-01-23,Cantonment Board Works Wing,True,CTR0037,23.012154,87.319492,23.012154,87.319492,False,
PRJ00530,MP014,West-6,West Bengal,West District 2,School Building Repair,"School Building Repair at West District 2, Ward 7",1201841.17,1045825.89,1201841.17,Completed,2024-06-23,2024-08-25,Panchayati Raj Engineering Department,False,CTR0027,22.413303,88.297822,22.413303,88.297822,False,
PRJ00531,MP014,West-6,West Bengal,West District 2,Drinking Water Supply,"Drinking Water Supply at West District 2, Ward 16",1184459.88,1145340.88,1184459.88,Completed,2024-12-27,2025-02-06,Municipal Corporation Engineering Cell,True,CTR0038,22.441862,87.300037,22.441862,87.300037,False,
PRJ00532,MP014,West-6,West Bengal,West District 2,Drinking Water Supply,"Drinking Water Supply at West District 2, Ward 20",328374.43,321042.69,328374.43,Payment Released,2025-06-23,2025-07-14,Cantonment Board Works Wing,False,CTR0015,23.449158,87.978894,23.449158,87.978894,False,
PRJ00533,MP014,West-6,West Bengal,West District 2,Community Hall,"Community Hall at West District 2, Ward 12",3654138.57,3438801.25,3654138.57,Work In Progress,2026-05-08,2026-06-15,District Rural Development Agency,False,CTR0068,22.766472,87.588359,22.766472,87.588359,False,
PRJ00534,MP014,West-6,West Bengal,West District 2,Drainage System,"Drainage System at West District 2, Ward 14",515773.29,514793.54,515773.29,Payment Released,2024-07-03,2024-09-30,Panchayati Raj Engineering Department,False,CTR0017,22.832924,87.938246,22.832924,87.938246,False,
PRJ00535,MP014,West-6,West Bengal,West District 2,Drainage System,"Drainage System at West District 2, Ward 25",1852464.74,1665442.03,1852464.74,Completed,2025-01-02,2025-03-09,Public Works Department (PWD),True,CTR0070,22.666893,87.783244,22.666893,87.783244,False,
PRJ00536,MP014,West-6,West Bengal,West District 2,Community Hall,"Community Hall at West District 2, Ward 9",1492691.61,1297520.51,1492691.61,Completed,2024-12-06,2025-02-15,District Rural Development Agency,True,CTR0003,22.994191,88.132107,22.994191,88.132107,False,
PRJ00537,MP014,West-6,West Bengal,West District 2,Street Lighting,"Street Lighting at West District 2, Ward 17",524969.24,494980.85,524969.24,Completed,2025-11-27,2026-01-14,Public Works Department (PWD),True,CTR0006,22.523968,87.330828,22.523968,87.330828,False,
PRJ00538,MP014,West-6,West Bengal,West District 2,School Building Repair,"School Building Repair at West District 2, Ward 14",1729926.79,1503016.57,1729926.79,Completed,2025-06-15,2025-08-12,Public Works Department (PWD),True,CTR0081,23.456176,87.429653,23.456176,87.429653,False,
PRJ00539,MP014,West-6,West Bengal,West District 2,Drinking Water Supply,"Drinking Water Supply at West District 2, Ward 20",1058593.49,1075297.68,1058593.49,Completed,2025-01-20,2025-04-06,Panchayati Raj Engineering Department,True,CTR0011,22.953214,87.580489,22.953214,87.580489,True,cost_inflation
PRJ00540,MP014,West-6,West Bengal,West District 2,Borewell / Handpump,"Borewell / Handpump at West District 2, Ward 17",163098.14,160601.16,163098.14,Work In Progress,2024-12-11,2025-01-22,District Rural Development Agency,False,CTR0036,23.271909,87.999756,23.271909,87.999756,False,
PRJ00541,MP014,West-6,West Bengal,West District 2,Street Lighting,"Street Lighting at West District 2, Ward 13",630724.15,554085.12,630724.15,Work In Progress,2025-08-25,2025-11-16,Zilla Parishad PWD Division,False,CTR0104,23.142086,87.967758,23.142086,87.967758,False,
PRJ00542,MP014,West-6,West Bengal,West District 2,Library / Reading Room,"Library / Reading Room at West District 2, Ward 22",227214.35,195070.84,227214.35,Payment Released,2025-10-03,2025-12-07,Cantonment Board Works Wing,False,CTR0082,23.219833,88.142529,23.219833,88.142529,False,
PRJ00543,MP014,West-6,West Bengal,West District 2,Community Hall,"Community Hall at West District 2, Ward 8",2858873.58,2624810.59,2858873.58,Payment Released,2026-01-17,2026-02-10,Cantonment Board Works Wing,False,CTR0040,22.794736,88.421676,22.794736,88.421676,False,
PRJ00544,MP014,West-6,West Bengal,West District 2,Road Construction,"Road Construction at West District 2, Ward 4",2755081.08,2497965.56,2755081.08,Work In Progress,2025-06-24,2025-07-21,Public Works Department (PWD),False,CTR0032,22.374444,87.707166,22.374444,87.707166,False,
PRJ00545,MP014,West-6,West Bengal,West District 2,Public Toilet Complex,"Public Toilet Complex at West District 2, Ward 22",841007.33,771843.66,841007.33,Payment Released,2026-03-09,2026-05-29,Zilla Parishad PWD Division,False,CTR0079,22.725674,87.780845,22.725674,87.780845,False,
PRJ00546,MP014,West-6,West Bengal,West District 2,Borewell / Handpump,"Borewell / Handpump at West District 2, Ward 23",192002.93,182201.86,192002.93,Sanctioned,2026-04-26,2026-07-11,Municipal Corporation Engineering Cell,False,CTR0016,22.83044,88.07788,22.83044,88.07788,False,
PRJ00547,MP014,West-6,West Bengal,West District 2,Road Construction,"Road Construction at West District 2, Ward 17",4250116.6,4221151.59,4250116.6,Completed,2025-03-08,2025-05-05,Zilla Parishad PWD Division,True,CTR0021,22.481719,87.872899,22.481719,87.872899,False,
PRJ00548,MP014,West-6,West Bengal,West District 2,Sports Infrastructure,"Sports Infrastructure at West District 2, Ward 6",1448061.67,1315942.5,1448061.67,Completed,2026-02-24,2026-03-15,Zilla Parishad PWD Division,True,CTR0101,22.495193,88.181239,22.495193,88.181239,False,
PRJ00549,MP014,West-6,West Bengal,West District 2,Drainage System,"Drainage System at West District 2, Ward 24",1886881.76,1767153.91,1886881.76,Completed,2025-06-03,2025-06-23,Zilla Parishad PWD Division,True,CTR0017,22.714577,88.263614,22.714577,88.263614,False,
PRJ00550,MP014,West-6,West Bengal,West District 2,Community Hall,"Community Hall at West District 2, Ward 14",5521696.44,4938875.14,5521696.44,Completed,2025-07-20,2025-09-17,Zilla Parishad PWD Division,False,CTR0099,22.472163,87.481735,22.472163,87.481735,False,
PRJ00551,MP014,West-6,West Bengal,West District 2,School Building Repair,"School Building Repair at West District 2, Ward 19",1891223.46,1773955.48,1891223.46,Work In Progress,2025-06-12,2025-08-13,Cantonment Board Works Wing,False,CTR0068,23.294126,87.396224,23.294126,87.396224,False,
PRJ00552,MP014,West-6,West Bengal,West District 2,Community Hall,"Community Hall at West District 2, Ward 2",5108995.11,4554977.66,5108995.11,Completed,2024-07-03,2024-09-28,Zilla Parishad PWD Division,True,CTR0064,23.429056,87.449215,23.429056,87.449215,False,
PRJ00553,MP014,West-6,West Bengal,West District 2,Public Toilet Complex,"Public Toilet Complex at West District 2, Ward 6",492773.98,468678.96,492773.98,Completed,2025-01-18,2025-03-10,Zilla Parishad PWD Division,True,CTR0110,22.996774,88.423125,22.996774,88.423125,True,split_tender
PRJ00554,MP014,West-6,West Bengal,West District 2,School Building Repair,"School Building Repair at West District 2, Ward 22",355037.85,316711.59,355037.85,Work In Progress,2025-02-17,2025-04-01,Panchayati Raj Engineering Department,False,CTR0099,22.458616,87.827827,22.458616,87.827827,False,
PRJ00555,MP014,West-6,West Bengal,West District 2,Community Hall,"Community Hall at West District 2, Ward 2",1083740.12,1067874.7,1083740.12,Payment Released,2025-08-22,2025-09-09,District Rural Development Agency,False,CTR0030,22.759858,87.559599,22.759858,87.559599,False,
PRJ00556,MP014,West-6,West Bengal,West District 2,Road Construction,"Road Construction at West District 2, Ward 13",3746047.85,3514542.36,3746047.85,Work In Progress,2025-03-28,2025-06-12,Zilla Parishad PWD Division,False,CTR0032,22.723723,88.25974,22.723723,88.25974,False,
PRJ00557,MP014,West-6,West Bengal,West District 2,Borewell / Handpump,"Borewell / Handpump at West District 2, Ward 18",250493.87,235410.25,250493.87,Completed,2025-04-24,2025-06-23,District Rural Development Agency,True,CTR0023,22.796969,88.449535,22.796969,88.449535,False,
PRJ00558,MP014,West-6,West Bengal,West District 2,Drinking Water Supply,"Drinking Water Supply at West District 2, Ward 24",1676431.74,1471447.32,1676431.74,Payment Released,2024-11-03,2024-12-27,Public Works Department (PWD),False,CTR0029,22.371505,88.025231,22.371505,88.025231,False,
PRJ00559,MP014,West-6,West Bengal,West District 2,Drainage System,"Drainage System at West District 2, Ward 12",873624.72,753078.36,873624.72,Completed,2026-03-05,2026-04-04,Panchayati Raj Engineering Department,True,CTR0035,22.8302,87.49604,22.8302,87.49604,False,
PRJ00560,MP014,West-6,West Bengal,West District 2,Community Hall,"Community Hall at West District 2, Ward 6",1065981.07,987904.48,1065981.07,Completed,2024-10-02,2024-10-27,District Rural Development Agency,True,CTR0065,22.879953,87.759341,22.879953,87.759341,False,
PRJ00561,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Sports Infrastructure,"Sports Infrastructure at Maharashtra District 1, Ward 15",939164.56,979047.18,939164.56,Completed,2024-07-05,2024-07-23,District Rural Development Agency,True,CTR0006,20.15364,75.769448,20.15364,75.769448,True,cost_inflation
PRJ00562,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,School Building Repair,"School Building Repair at Maharashtra District 1, Ward 3",2912670.14,3026803.73,2912670.14,Completed,2026-03-23,2026-04-16,Zilla Parishad PWD Division,True,CTR0100,19.455935,75.192625,19.455935,75.192625,True,cost_inflation
PRJ00563,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Sports Infrastructure,"Sports Infrastructure at Maharashtra District 1, Ward 10",3467466.53,3440930.36,3467466.53,Sanctioned,2025-05-23,2025-06-12,Municipal Corporation Engineering Cell,False,CTR0059,19.271068,75.558567,19.271068,75.558567,False,
PRJ00564,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Library / Reading Room,"Library / Reading Room at Maharashtra District 1, Ward 8",205443.68,194405.79,205443.68,Work In Progress,2025-09-15,2025-10-01,Panchayati Raj Engineering Department,False,CTR0101,19.592947,75.687573,19.592947,75.687573,False,
PRJ00565,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Public Toilet Complex,"Public Toilet Complex at Maharashtra District 1, Ward 25",502140.19,434232.57,502140.19,Completed,2024-12-17,2025-01-24,Public Works Department (PWD),True,CTR0048,20.248065,75.819232,20.248065,75.819232,False,
PRJ00566,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Street Lighting,"Street Lighting at Maharashtra District 1, Ward 5",614021.8,634649.9,614021.8,Completed,2025-05-22,2025-08-14,Municipal Corporation Engineering Cell,True,CTR0094,19.913055,75.756315,19.913055,75.756315,True,cost_inflation
PRJ00567,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Road Construction,"Road Construction at Maharashtra District 1, Ward 18",4468561.4,4384311.6,4468561.4,Work In Progress,2025-08-30,2025-10-14,Municipal Corporation Engineering Cell,False,CTR0120,20.096747,75.369589,20.096747,75.369589,False,
PRJ00568,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Drainage System,"Drainage System at Maharashtra District 1, Ward 11",2940106.84,2851532.29,2940106.84,Completed,2025-07-31,2025-09-27,District Rural Development Agency,True,CTR0082,19.501031,75.977044,19.501031,75.977044,False,
PRJ00569,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Road Construction,"Road Construction at Maharashtra District 1, Ward 24",3677495.37,3158757.43,3677495.37,Payment Released,2025-08-06,2025-10-01,Cantonment Board Works Wing,False,CTR0098,19.930461,75.267985,19.930461,75.267985,False,
PRJ00570,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,School Building Repair,"School Building Repair at Maharashtra District 1, Ward 14",924931.07,924449.13,924931.07,Work In Progress,2025-09-23,2025-10-17,Municipal Corporation Engineering Cell,False,CTR0014,19.262261,75.910547,19.262261,75.910547,False,
PRJ00571,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Public Toilet Complex,"Public Toilet Complex at Maharashtra District 1, Ward 23",316673.6,310954.55,316673.6,Completed,2026-02-03,2026-03-16,Municipal Corporation Engineering Cell,True,CTR0008,20.18845,76.289839,20.18845,76.289839,False,
PRJ00572,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,School Building Repair,"School Building Repair at Maharashtra District 1, Ward 17",1070844.57,967691.92,1070844.57,Sanctioned,2026-03-03,2026-04-22,Municipal Corporation Engineering Cell,False,CTR0012,19.812537,75.790712,19.812537,75.790712,False,
PRJ00573,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 1, Ward 24",1517637.91,1337822.22,1517637.91,Completed,2025-09-07,2025-11-19,Public Works Department (PWD),True,CTR0090,19.990726,75.130239,19.990726,75.130239,False,
PRJ00574,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Community Hall,"Community Hall at Maharashtra District 1, Ward 21",2158044.65,2018006.2,2158044.65,Work In Progress,2025-03-08,2025-04-28,Municipal Corporation Engineering Cell,False,CTR0075,20.055492,75.98203,20.055492,75.98203,False,
PRJ00575,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 1, Ward 14",593000.68,541329.52,593000.68,Payment Released,2025-12-27,2026-01-11,District Rural Development Agency,False,CTR0010,19.819159,75.716449,19.819159,75.716449,False,
PRJ00576,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Borewell / Handpump,"Borewell / Handpump at Maharashtra District 1, Ward 13",213984.59,205466.13,213984.59,Payment Released,2024-07-09,2024-08-06,Zilla Parishad PWD Division,False,CTR0031,19.128736,75.801793,19.128736,75.801793,False,
PRJ00577,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Drainage System,"Drainage System at Maharashtra District 1, Ward 3",3988729.71,4074889.78,3988729.71,Completed,2024-08-13,2024-09-11,Municipal Corporation Engineering Cell,True,CTR0041,19.588839,75.725652,19.588839,75.725652,True,cost_inflation
PRJ00578,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Street Lighting,"Street Lighting at Maharashtra District 1, Ward 4",597708.92,546575.52,597708.92,Completed,2025-05-01,2025-05-29,Panchayati Raj Engineering Department,True,CTR0018,19.999832,76.19565,19.999832,76.19565,False,
PRJ00579,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Borewell / Handpump,"Borewell / Handpump at Maharashtra District 1, Ward 11",133634.04,119731.06,133634.04,Work In Progress,2025-07-23,2025-09-22,Public Works Department (PWD),False,CTR0014,19.766161,75.80559,19.766161,75.80559,False,
PRJ00580,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 1, Ward 15",1121882.14,1140768.91,1121882.14,Payment Released,2025-07-30,2025-10-13,Municipal Corporation Engineering Cell,False,CTR0016,19.356794,75.439941,19.356794,75.439941,True,cost_inflation
PRJ00581,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,School Building Repair,"School Building Repair at Maharashtra District 1, Ward 3",1637580.4,1396889.95,1637580.4,Payment Released,2025-07-02,2025-08-28,District Rural Development Agency,False,CTR0060,19.28454,76.163406,19.28454,76.163406,False,
PRJ00582,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Borewell / Handpump,"Borewell / Handpump at Maharashtra District 1, Ward 23",259017.35,256365.28,259017.35,Payment Released,2025-10-24,2026-01-12,Cantonment Board Works Wing,False,CTR0104,20.296339,75.964189,20.296339,75.964189,False,
PRJ00583,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Library / Reading Room,"Library / Reading Room at Maharashtra District 1, Ward 5",263987.19,259923.86,263987.19,Work In Progress,2026-02-21,2026-05-11,Zilla Parishad PWD Division,False,CTR0006,19.40743,75.364781,19.40743,75.364781,False,
PRJ00584,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Community Hall,"Community Hall at Maharashtra District 1, Ward 13",3400302.95,3012192.23,3400302.95,Work In Progress,2025-11-07,2025-12-22,Zilla Parishad PWD Division,False,CTR0092,20.009649,76.012007,20.009649,76.012007,False,
PRJ00585,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Sports Infrastructure,"Sports Infrastructure at Maharashtra District 1, Ward 6",1050039.86,994220.15,1050039.86,Completed,2024-10-01,2024-12-12,Zilla Parishad PWD Division,True,CTR0007,20.221453,75.464063,20.221453,75.464063,False,
PRJ00586,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Road Construction,"Road Construction at Maharashtra District 1, Ward 24",4355683.7,3787735.64,4355683.7,Completed,2025-04-26,2025-05-26,Panchayati Raj Engineering Department,True,CTR0052,19.906051,75.975172,19.906051,75.975172,False,
PRJ00587,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Sports Infrastructure,"Sports Infrastructure at Maharashtra District 1, Ward 5",1367788.18,1294998.31,1367788.18,Sanctioned,2025-09-04,2025-10-09,District Rural Development Agency,False,CTR0032,19.994258,75.37867,19.994258,75.37867,False,
PRJ00588,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Community Hall,"Community Hall at Maharashtra District 1, Ward 5",1832884.39,1807934.99,1832884.39,Work In Progress,2024-06-25,2024-09-11,Municipal Corporation Engineering Cell,False,CTR0002,19.544279,76.001535,19.544279,76.001535,False,
PRJ00589,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Street Lighting,"Street Lighting at Maharashtra District 1, Ward 21",287110.04,260265.67,287110.04,Completed,2025-07-14,2025-08-06,Cantonment Board Works Wing,True,CTR0106,19.507089,75.174918,19.507089,75.174918,False,
PRJ00590,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Community Hall,"Community Hall at Maharashtra District 1, Ward 1",2448101.63,2402379.17,2448101.63,Completed,2024-08-02,2024-10-13,District Rural Development Agency,True,CTR0075,19.46296,76.130438,19.46296,76.130438,False,
PRJ00591,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Community Hall,"Community Hall at Maharashtra District 1, Ward 5",4389678.8,4180647.0,4389678.8,Completed,2025-02-06,2025-03-31,Public Works Department (PWD),False,CTR0026,19.49794,75.700695,19.49794,75.700695,False,
PRJ00592,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Community Hall,"Community Hall at Maharashtra District 1, Ward 4",2422733.03,2372370.97,2422733.03,Completed,2025-10-06,2025-12-09,Zilla Parishad PWD Division,True,CTR0116,19.26476,76.242864,19.26476,76.242864,False,
PRJ00593,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Road Construction,"Road Construction at Maharashtra District 1, Ward 14",3710174.19,3327795.96,3710174.19,Work In Progress,2024-12-03,2025-02-11,Panchayati Raj Engineering Department,False,CTR0060,20.130208,75.258024,20.130208,75.258024,False,
PRJ00594,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 1, Ward 14",1790991.13,1756884.34,1790991.13,Sanctioned,2024-12-14,2025-02-02,Cantonment Board Works Wing,False,CTR0064,19.30263,75.164362,19.30263,75.164362,False,
PRJ00595,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Borewell / Handpump,"Borewell / Handpump at Maharashtra District 1, Ward 9",309256.47,270674.18,309256.47,Work In Progress,2026-01-21,2026-03-31,Municipal Corporation Engineering Cell,False,CTR0046,20.103731,75.758692,20.103731,75.758692,False,
PRJ00596,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,School Building Repair,"School Building Repair at Maharashtra District 1, Ward 20",1120004.55,1029435.1,1120004.55,Completed,2025-01-17,2025-02-08,District Rural Development Agency,True,CTR0058,20.094451,76.095475,20.094451,76.095475,False,
PRJ00597,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Library / Reading Room,"Library / Reading Room at Maharashtra District 1, Ward 16",1072316.87,969854.24,1072316.87,Work In Progress,2026-04-16,2026-05-31,Zilla Parishad PWD Division,False,CTR0079,20.155135,75.970446,20.155135,75.970446,False,
PRJ00598,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 1, Ward 3",5521180.49,5693957.42,5521180.49,Payment Released,2025-11-18,2026-02-11,District Rural Development Agency,False,CTR0113,19.857651,75.424671,19.857651,75.424671,True,cost_inflation
PRJ00599,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,School Building Repair,"School Building Repair at Maharashtra District 1, Ward 21",450657.33,445245.59,450657.33,Completed,2025-10-04,2025-11-27,Municipal Corporation Engineering Cell,True,CTR0050,19.542963,75.528631,19.544619,75.530958,True,phantom_work
PRJ00600,MP015,Maharashtra-30,Maharashtra,Maharashtra District 1,Sports Infrastructure,"Sports Infrastructure at Maharashtra District 1, Ward 1",3446492.58,2967446.0,3446492.58,Payment Released,2025-08-16,2025-10-01,Panchayati Raj Engineering Department,False,CTR0032,19.895775,75.81444,19.895775,75.81444,False,
PRJ00601,MP016,Bihar-14,Bihar,Bihar District 2,Drainage System,"Drainage System at Bihar District 2, Ward 12",2408925.78,2343976.32,2408925.78,Completed,2025-07-25,2025-08-28,Public Works Department (PWD),True,CTR0062,25.778497,85.002764,25.778497,85.002764,False,
PRJ00602,MP016,Bihar-14,Bihar,Bihar District 2,Library / Reading Room,"Library / Reading Room at Bihar District 2, Ward 6",866737.16,814219.41,866737.16,Payment Released,2024-07-14,2024-08-23,Zilla Parishad PWD Division,False,CTR0065,26.194881,85.022315,26.194881,85.022315,False,
PRJ00603,MP016,Bihar-14,Bihar,Bihar District 2,Road Construction,"Road Construction at Bihar District 2, Ward 25",529877.37,483674.33,529877.37,Completed,2024-06-10,2024-08-27,District Rural Development Agency,True,CTR0041,25.263562,84.500272,25.263562,84.500272,False,
PRJ00604,MP016,Bihar-14,Bihar,Bihar District 2,School Building Repair,"School Building Repair at Bihar District 2, Ward 17",502066.27,431847.64,502066.27,Completed,2025-08-27,2025-09-19,Public Works Department (PWD),True,CTR0008,25.868835,85.61457,25.868835,85.61457,False,
PRJ00605,MP016,Bihar-14,Bihar,Bihar District 2,Drainage System,"Drainage System at Bihar District 2, Ward 6",1209287.75,1140599.71,1209287.75,Work In Progress,2026-05-04,2026-08-01,Municipal Corporation Engineering Cell,False,CTR0099,25.862462,84.632724,25.862462,84.632724,False,
PRJ00606,MP016,Bihar-14,Bihar,Bihar District 2,Community Hall,"Community Hall at Bihar District 2, Ward 19",2010187.41,1765912.05,2010187.41,Payment Released,2025-10-13,2025-11-30,Municipal Corporation Engineering Cell,False,CTR0008,25.470173,85.462882,25.555795584904892,85.3525808019785,True,geo_mismatch
PRJ00607,MP016,Bihar-14,Bihar,Bihar District 2,Drinking Water Supply,"Drinking Water Supply at Bihar District 2, Ward 6",4951270.92,4953218.61,4951270.92,Completed,2024-04-21,2024-07-01,Municipal Corporation Engineering Cell,True,CTR0012,26.186609,85.079878,26.186609,85.079878,True,cost_inflation
PRJ00608,MP016,Bihar-14,Bihar,Bihar District 2,Street Lighting,"Street Lighting at Bihar District 2, Ward 23",223025.17,201132.34,223025.17,Work In Progress,2025-12-09,2026-02-23,Cantonment Board Works Wing,False,CTR0076,25.008379,84.984177,25.008379,84.984177,False,
PRJ00609,MP016,Bihar-14,Bihar,Bihar District 2,Drainage System,"Drainage System at Bihar District 2, Ward 23",1177659.17,1001115.92,1177659.17,Payment Released,2026-02-04,2026-02-24,Cantonment Board Works Wing,False,CTR0117,25.369383,84.789398,25.369383,84.789398,False,
PRJ00610,MP016,Bihar-14,Bihar,Bihar District 2,Drainage System,"Drainage System at Bihar District 2, Ward 7",764591.74,683318.82,764591.74,Completed,2024-07-08,2024-09-28,Panchayati Raj Engineering Department,True,CTR0073,25.500874,84.95224,25.500874,84.95224,False,
PRJ00611,MP016,Bihar-14,Bihar,Bihar District 2,Public Toilet Complex,"Public Toilet Complex at Bihar District 2, Ward 2",455512.4,447197.18,455512.4,Work In Progress,2025-11-19,2025-12-16,Public Works Department (PWD),False,CTR0018,25.35718,84.857679,25.35718,84.857679,True,split_tender
PRJ00612,MP016,Bihar-14,Bihar,Bihar District 2,Community Hall,"Community Hall at Bihar District 2, Ward 1",3642065.96,3799991.71,3642065.96,Sanctioned,2026-04-03,2026-06-28,Municipal Corporation Engineering Cell,False,CTR0002,25.9855,85.153557,25.9855,85.153557,True,cost_inflation
PRJ00613,MP016,Bihar-14,Bihar,Bihar District 2,Sports Infrastructure,"Sports Infrastructure at Bihar District 2, Ward 7",5704446.43,5914724.18,5704446.43,Sanctioned,2024-08-23,2024-11-12,Panchayati Raj Engineering Department,False,CTR0062,26.121755,85.591043,26.121755,85.591043,True,cost_inflation
PRJ00614,MP016,Bihar-14,Bihar,Bihar District 2,Borewell / Handpump,"Borewell / Handpump at Bihar District 2, Ward 2",181804.56,169384.27,181804.56,Payment Released,2026-03-10,2026-04-17,Zilla Parishad PWD Division,False,CTR0044,25.191856,85.329496,25.191856,85.329496,False,
PRJ00615,MP016,Bihar-14,Bihar,Bihar District 2,Road Construction,"Road Construction at Bihar District 2, Ward 25",2414049.55,2319709.42,2414049.55,Completed,2025-05-28,2025-06-18,Municipal Corporation Engineering Cell,True,CTR0019,25.774641,84.686928,25.774641,84.686928,False,
